Time,Target,Pressure,PWM
0.000,35.0,0.11,0
0.020,35.0,0.11,0
0.040,35.0,0.10,255
0.060,35.0,0.12,255
0.081,35.0,0.62,255
0.101,35.0,1.49,255
0.121,35.0,2.19,255
0.141,35.0,2.98,255
0.161,35.0,3.71,255
0.181,35.0,4.49,255
0.201,35.0,4.49,255
0.222,35.0,5.21,255
0.242,35.0,5.91,255
0.262,35.0,6.51,255
0.282,35.0,7.14,255
0.302,35.0,7.77,255
0.323,35.0,8.45,255
0.343,35.0,9.08,255
0.363,35.0,9.60,255
0.383,35.0,10.17,255
0.403,35.0,10.88,255
0.423,35.0,11.38,255
0.444,35.0,11.97,255
0.464,35.0,12.53,255
0.484,35.0,12.99,255
0.504,35.0,13.46,255
0.524,35.0,14.01,255
0.544,35.0,14.44,255
0.564,35.0,14.94,255
0.584,35.0,15.44,255
0.604,35.0,15.83,255
0.625,35.0,16.33,255
0.645,35.0,16.76,255
0.665,35.0,17.16,255
0.685,35.0,17.63,255
0.705,35.0,17.63,255
0.725,35.0,17.93,255
0.745,35.0,18.39,255
0.766,35.0,18.73,255
0.786,35.0,19.19,255
0.806,35.0,19.46,255
0.826,35.0,19.88,255
0.847,35.0,20.16,255
0.867,35.0,20.53,255
0.887,35.0,20.81,255
0.907,35.0,21.11,255
0.927,35.0,21.47,255
0.948,35.0,21.67,255
0.968,35.0,22.05,255
0.988,35.0,22.26,255
1.008,35.0,22.63,255
1.028,35.0,22.83,255
1.048,35.0,23.11,255
1.068,35.0,23.35,255
1.088,35.0,23.59,255
1.108,35.0,23.76,255
1.129,35.0,24.03,255
1.149,35.0,24.22,255
1.169,35.0,24.45,255
1.190,35.0,24.65,255
1.210,35.0,24.85,255
1.230,35.0,24.85,255
1.250,35.0,25.08,255
1.271,35.0,25.21,255
1.291,35.0,25.45,255
1.311,35.0,25.54,255
1.331,35.0,25.78,255
1.352,35.0,25.84,255
1.372,35.0,26.08,255
1.392,35.0,26.21,255
1.412,35.0,26.36,255
1.433,35.0,26.54,255
1.453,35.0,26.68,255
1.473,35.0,26.80,255
1.493,35.0,26.89,255
1.513,35.0,27.04,255
1.534,35.0,27.11,255
1.554,35.0,27.31,255
1.575,35.0,27.38,255
1.595,35.0,27.58,255
1.615,35.0,27.61,255
1.635,35.0,27.73,255
1.656,35.0,27.78,255
1.676,35.0,27.85,255
1.696,35.0,27.99,255
1.716,35.0,28.04,255
1.736,35.0,28.17,255
1.757,35.0,28.21,255
1.777,35.0,28.21,255
1.798,35.0,28.28,255
1.818,35.0,28.23,255
1.838,35.0,28.28,255
1.858,35.0,28.33,255
1.879,35.0,28.39,255
1.899,35.0,28.44,255
1.919,35.0,28.45,255
1.939,35.0,28.54,255
1.959,35.0,28.50,255
1.980,35.0,28.54,255
2.000,35.0,28.56,255
2.020,35.0,28.61,255
2.040,35.0,28.70,255
2.060,35.0,28.63,255
2.080,35.0,28.70,255
2.101,35.0,28.71,255
2.121,35.0,28.84,255
2.141,35.0,28.79,255
2.161,35.0,28.82,255
2.181,35.0,28.85,255
2.202,35.0,28.83,255
2.222,35.0,28.91,255
2.242,35.0,28.89,255
2.262,35.0,28.98,255
2.283,35.0,28.99,255
2.303,35.0,28.96,255
2.323,35.0,28.96,255
2.344,35.0,29.03,255
2.364,35.0,28.98,255
2.384,35.0,29.09,255
2.404,35.0,29.07,255
2.424,35.0,29.11,255
2.445,35.0,29.15,255
2.465,35.0,29.16,255
2.485,35.0,29.15,255
2.505,35.0,29.16,255
2.525,35.0,29.22,255
2.546,35.0,29.16,255
2.566,35.0,29.24,255
2.586,35.0,29.18,255
2.606,35.0,29.27,255
2.626,35.0,29.29,255
2.646,35.0,29.24,255
2.667,35.0,29.29,255
2.687,35.0,29.23,255
2.707,35.0,29.31,255
2.727,35.0,29.29,255
2.748,35.0,29.35,255
2.768,35.0,29.35,255
2.788,35.0,29.36,255
2.809,35.0,29.37,255
2.829,35.0,29.37,255
2.849,35.0,29.40,255
2.870,35.0,29.44,255
2.890,35.0,29.37,255
2.910,35.0,29.39,255
2.930,35.0,29.37,255
2.951,35.0,29.39,255
2.971,35.0,29.44,255
2.991,35.0,29.39,255
3.011,35.0,29.50,255
3.031,35.0,29.44,255
3.051,35.0,29.48,255
3.072,35.0,29.44,255
3.092,35.0,29.45,255
3.112,35.0,29.46,255
3.132,35.0,29.46,255
3.152,35.0,29.47,255
3.172,35.0,29.42,255
3.192,35.0,29.51,255
3.212,35.0,29.43,255
3.232,35.0,29.54,255
3.253,35.0,29.49,255
3.273,35.0,29.52,255
3.293,35.0,29.53,255
3.314,35.0,29.44,255
3.334,35.0,29.51,255
3.354,35.0,29.51,255
3.374,35.0,29.49,255
3.395,35.0,29.56,255
3.415,35.0,29.55,255
3.435,35.0,29.51,255
3.455,35.0,29.50,255
3.475,35.0,29.53,255
3.496,35.0,29.54,255
3.516,35.0,29.52,255
3.536,35.0,29.56,255
3.556,35.0,29.51,255
3.576,35.0,29.53,255
3.596,35.0,29.51,255
3.617,35.0,29.53,255
3.637,35.0,29.58,255
3.657,35.0,29.52,255
3.677,35.0,29.58,255
3.697,35.0,29.53,255
3.717,35.0,29.54,255
3.737,35.0,29.51,255
3.757,35.0,29.51,255
3.777,35.0,29.55,255
3.797,35.0,29.56,255
3.817,35.0,29.54,255
3.838,35.0,29.54,255
3.859,35.0,29.59,255
3.880,35.0,29.49,255
3.900,35.0,29.49,255
3.920,35.0,29.56,255
3.940,35.0,29.56,255
3.960,35.0,29.56,255
3.981,35.0,29.56,255
